corp_name,corp_code,stock_code
동일산업,00172936,004890
YBM넷,00307222,057030
인터플렉스,00369170,051370
천일고속,00151395,000650
에이팸,00235147,073070
예스티,00530556,122640
스튜디오산타클로스,01046203,204630
크라운해태홀딩스,00153126,005740
에스에이엠티,00128661,031330
인지소프트,00641171,100030
뉴프렉스,00493510,085670
에프에스티,00223434,036810
서한,00131504,011370
웹스,00864338,196700
아이티엠반도체,00579980,084850
세화피앤씨,01169267,252500
서부T&D,00130383,006730
일지테크,00146560,019540
프로텍,00325112,053610
에프엔씨엔터,00925295,173940
비아트론,00610083,141000
노브메타파마,01065785,229500
이엠네트웍스,00496225,087730
차백신연구소,01141599,261780
엔에이치스팩27호,01677429,440820
진에어,00653024,272450
한솔홈데코,00203582,025750
로보로보,01063990,215100
필옵틱스,00938721,161580
대정화금,00250997,120240
슈프리마에이치큐,00599957,094840
하스코,00116806,012760
E1,00165583,017940
메리츠금융지주,00860332,138040
에스케이엔펄스,00307189,057500
하나금융25호스팩,01669475,435620
엔에이치스팩26호,01675254,439410
엔에이치스팩25호,01674468,438580
SK텔레콤,00159023,017670
LX홀딩스,01562589,383800
STX,00138297,011810
한국큐빅,00160010,021650
한국카본,00159795,017960
신흥에스이씨,00807379,243840
진원생명과학,00118521,011000
엘에이티,01264234,311060
LS,00105952,006260
KC산업,00366517,112190
KH바텍,00378628,060720
천보,00897752,278280
경남스틸,00206039,039240
한국화장품제조,00160621,003350
미래에셋벤처투자,00340096,100790
우원개발,00363246,046940
대상홀딩스,00539274,084690
이글벳,00145473,044960
케이피티유,00357607,054410
아이윈,00365624,090150
코람코더원리츠,01180118,417310
신원종합개발,00136925,017000
씨유테크,00575106,376290
큐라클,01397772,365270
아이비케이에스제13호기업인수목적,01440481,351340
예선테크,01166109,250930
원티드랩,01441611,376980
제이엠티,00533508,094970
큐캐피탈,00267942,016600
웹젠,00405320,069080
시노펙스,00203023,025320
비스토스,01506848,419540
티쓰리,00609661,204610
교보13호스팩,01677678,440790
성도이엔지,00216498,037350
에스티아이,00298340,039440
카카오페이,01244601,377300
한국씨티은행,00161444,016830
하이트진로,00150244,000080
자비스,01174038,254120
케이엠제약,01095704,225430
마이크로엔엑스,01206717,448780
서암기계공업,00166528,100660
대구백화점,00108977,006370
알에스오토메이션,00858124,140670
현대에이치티,00255044,039010
퍼스텍,00148522,010820
오픈베이스,00335076,049480
송원산업,00134963,004430
멕아이씨에스,00270113,058110
카카오뱅크,01133217,323410
케이씨에스,00441650,115500
삼화페인트공업,00129387,000390
삼일,00127909,032280
인포뱅크,00243757,039290
빅솔론,00478900,093190
신영해피투모로우제6호기업인수목적,01419986,344050
케이씨텍,01261893,281820
광주은행,01028164,192530
에코솔루션,00346966,052510
케이비제20호기업인수목적,01418543,342550
조비,00148948,001550
핌스,01405390,347770
데이터스트림즈,00553025,199150
부산주공,00124151,005030
한국단자공업,00157070,025540
엔젯,01587056,419080
아이퀘스트,01146822,262840
코셋,00965062,189350
파이버프로,01513440,368770
제노코,01014718,361390
자유투어,00343127,046840
와이엠씨,00870861,155650
브이씨,01354740,365900
피델릭스,00189538,032580
파워넷,00231354,037030
두산밥캣,01032486,241560
GH신소재,00491938,130500
SK리츠,01535150,395400
디티앤씨알오,01437432,383930
에스텍,00306719,069510
동양에스텍,00178851,060380
아이컴포넌트,00407285,059100
휴맥스홀딩스,00219440,028080
쎄니트,00239596,037760
성원,00133089,015200
타이드,01309069,346010
오리온홀딩스,00117577,001800
유안타제7호기업인수목적,01504804,367460
대성하이텍,00577335,129920
노루홀딩스,00113508,000320
태양금속공업,00153755,004100
성신양회,00132804,004980
에스제이그룹,01222432,306040
ESR켄달스퀘어리츠,01437186,365550
플레이디,00862853,237820
현대위아,00106623,011210
케이피에프,00157636,024880
엔터미디어,00407975,068420
진성티이씨,00174208,036890
영화테크,00659976,265560
헝셩그룹,01160512,900270
탈로스,01020269,434190
원익피앤이,00785475,131390
HB테크놀러지,00255275,078150
우진아이엔에스,00143262,010400
한농화성,00160861,011500
덕성,00114093,004830
상아프론테크,00181299,089980
가온칩스,01364747,399720
모보,00347442,051810
세진중공업,00415628,075580
신한,00173740,005450
램테크놀러지,00654272,171010
서린바이오,00373447,038070
아세아시멘트,00990165,183190
아이엠텍,00809517,226350
호텔신라,00165680,008770
한국정보통신,00159342,025770
선익시스템,00327819,171090
한국정밀기계,00257732,101680
핸디소프트,00793155,220180
금화피에스시,00176516,036190
풍산,00684714,103140
삼성전기,00126371,009150
하이트진로홀딩스,00148993,000140
이노션,00565154,214320
파인엠텍,01686755,441270
제이엘케이,01153293,322510
에이치디씨영창,00141282,001890
LF,00593032,093050
SG세계물산,00133511,004060
유니퀘스트,00414601,077500
동아화성,00199988,041930
조은저축은행,00136095,031920
유엔젤,00416654,072130
경동도시가스,01208885,267290
경인전자,00102140,009140
에스씨디,00171867,042110
나노엔텍,00230425,039860
정상제이엘에스,00287788,040420
EMB,01117246,278990
미스터블루,01047840,207760
테크트랜스,01246742,258050
이노진,01419135,344860
갤럭시아머니트리,00587457,094480
부스타,00124276,008470
케이에스피,00328191,073010
피에이치에이,00155151,043370
경동인베스트,00143527,012320
블루탑,00611286,191600
아가방컴퍼니,00138446,013990
YW,00296263,051390
파워로직스,00269612,047310
엔피디,00876643,198080
성우테크론,00350482,045300
국순당,00256715,043650
BGF,00219097,027410
삼일기업공사,00127936,002290
태원물산,00154055,001420
네오티스,00447928,085910
SK가스,00144164,018670
더네이쳐홀딩스,01214743,298540
한국주강,00159564,025890
와이솔,00759294,122990
디아이씨,00112165,092200
서원인텍,00445799,093920
대덕,00109189,008060
효성티앤씨,01316227,298020
LG헬로비전,00222532,037560
대덕전자,01478712,353200
신영스팩8호,01656374,430220
에이엔피,00143314,015260
아세아,00138701,002030
엔에이치엔,00983271,181710
성우전자,00364306,081580
한네트,00244783,052600
대원화성,00112022,024890
제일기획,00148276,030000
안랩,00298270,053800
유엑스엔,01396931,337840
코메론,00152783,049430
현대로템,00302926,064350
경남에너지,00101336,008020
폴루스바이오팜,00167280,007630
금강공업,00105299,014280
대신증권,00110893,003540
신영스팩9호,01689938,445970
효성화학,01316236,298000
원익머트리얼즈,00623661,104830
DB손해보험,00159102,005830
주노콜렉션,01076550,221670
인탑스,00226866,049070
벽산,00122898,007210
패션플랫폼,01101041,225590
신세계톰보이,00132488,012580
라닉스,01327092,317120
아이앤씨,00365758,052860
메지온,00808022,140410
한국월드와이드베트남부동산개발특별자산1호투자회사,00626710,096300
한국콜마,00939331,161890
우수AMS,00301422,066590
원익,00210980,032940
우리로,00296005,046970
우리산업,01077577,215360
롯데관광개발,00231372,032350
하츠,00221728,066130
아나패스,00761952,123860
삼화전기,00129271,009470
현대코퍼레이션,00164812,011760
포메탈,00188797,119500
지에프씨생명과학,01221752,388610
하나금융15호기업인수목적,01416457,341160
웨이브일렉트로,00526696,095270
한독크린텍,01069736,256150
씨엔플러스,00660033,115530
켐온,01070857,217600
코리아센터,00540340,290510
씨앤에스링크,01116380,245450
더존비즈온,00172291,012510
이엘피,00374020,063760
스튜디오미르,01139965,408900
박셀바이오,01335851,323990
이노와이어리스,00462121,073490
이엠넷,00616290,123570
현대리바트,00300548,079430
링크제니시스,01109955,219420
오픈엣지테크놀로지,01571107,394280
한섬,00188089,020000
금호석유화학,00106368,011780
위즈코프,00264228,038620
육일씨엔에쓰,00843900,191410
CS홀딩스,00149026,000590
유아이엘,00256380,049520
흥구석유,00167004,024060
이랜시스,01199189,264850
피앤텔,00302120,054340
대창스틸,00112721,140520
제닉,00624998,123330
부국철강,00123781,026940
에스디시스템,00604815,121890
그린케미칼,00454946,083420
풍림산업,00155498,001310
알에프텍,00309831,061040
미코,00366942,059090
한국가스공사,00261285,036460
더블유씨피,01291317,393890
우성아이비,01011562,194610
디와이씨,01336443,310870
유티아이,00961774,179900
비츠로셀,00154718,082920
파인디앤씨,00350020,049120
디와이홀딩스,00117382,004510
삼목에스폼,00125646,018310
서흥,00131692,008490
팬오션,00122737,028670
메가스터디,00422284,072870
비비안,00107677,002070
유진로봇,00234227,056080
이화공영,00145668,001840
에이치시티,00527464,072990
솔본,00249982,035610
DSR,00110608,155660
미래나노텍,00526836,095500
네온테크,01325429,306620
디와이파워,01059605,210540
두함지개발,00131328,016140
휴림로봇,00540429,090710
디지털대성,00398808,068930
엠소닉,00124577,008120
원익큐브,00128175,014190
케어룸의료산업,01344752,327970
DB,00163345,012030
해원에스티,00252001,058480
퍼시스,00161709,016800
옴니시스템,00265005,057540
아이텍,00626011,119830
액토즈소프트,00348034,052790
네오펙트,01246034,290660
에이펙스인텍,00832700,207490
레인보우로보틱스,01261644,277810
펌텍코리아,00761059,251970
바이오노트,00622787,377740
지디,00676122,155960
신송홀딩스,00136402,006880
이베스트기업인수목적5호,01436336,349720
핸즈코퍼레이션,00119140,143210
풍국주정,00155452,023900
덕산테코피아,01021666,317330
성창기업지주,00133335,000180
심팩인더스트리,00123648,005350
유니온머티리얼,00369833,047400
유진증권,00131054,001200
실리콘투,00982023,257720
인터지스,00151368,129260
제룡전기,00185356,033100
이엠티,00925967,232530
지역난방공사,00159698,071320
삼천리,00128555,004690
대창단조,00112679,015230
선광,00131896,003100
퓨전,01113949,195440
큐리언트,01042650,115180
브리지텍,00359076,064480
나노신소재,00439965,121600
씨엔알리서치,01487446,359090
한국내화,00160205,010040
네오위즈,00628860,095660
디젠스,00576789,113810
코위버,00360674,056360
PN풍년,00133557,024940
얼라인드,01073678,238120
일레덱스홀딩스,00268011,033550
삼화전자공업,00129280,011230
오리엔탈정공,00141608,014940
다함이텍,00130046,009280
아진엑스텍,00404288,059120
승일,00135467,049830
피에스케이,01365825,319660
SNT홀딩스,00225159,036530
대한유화,00260383,006650
티이엠씨,01301252,425040
칩스앤미디어,00579971,094360
질경이,01063556,233990
이글루,00364847,067920
아이디스,00883980,143160
금호전기,00106395,001210
다산네트웍스,00268251,039560
윌비스,00104999,008600
인터로조,00604426,119610
진바이오텍,00491053,086060
쿠첸,01102095,225650
무학,00121543,033920
아이디스홀딩스,00359580,054800
유한양행,00145109,000100
NE능률,00363927,053290
아즈텍WB,00201131,032080
DSR제강,00151298,069730
신화콘텍,00925189,187270
한국스탠다드차타드은행,00148504,000110
성문전자,00132628,014910
엠게임,00397058,058630
알테오젠,00989619,196170
엘리비젼,01119651,276240
엘티씨,00866062,170920
코텍,00305297,052330
한미글로벌,00413523,053690
크린앤사이언스,00185222,045520
안지오랩,01115044,251280
우신시스템,00142883,017370
코맥스,00268118,036690
지앤이헬스케어,01188749,299480
아난티,00161781,025980
노랑풍선,00632845,104620
에스티오,00612188,098660
JB금융지주,00980122,175330
휴엠앤씨,01185566,263920
하이딥,01505186,365590
대신밸런스제14호스팩,01696451,442310
에스앤더블류,00137012,103230
에스티큐브,00273110,052020
디아이,00118275,003160
에이치케이,00235183,044780
코이즈,00807397,121850
동방아그로,00115384,007590
소리바다,00352718,053110
세보엠이씨,00133876,011560
케이옥션,00668600,102370
한국자산신탁,00404701,123890
GS,00500254,078930
교보증권,00113359,030610
삼성스팩7호,01675227,439250
현대바이오랜드,00347062,052260
파인디지털,00264732,038950
링네트,00352499,042500
유니트론텍,00879020,142210
디지아이,00295547,043360
태양,00186717,053620
대주전자재료,00177816,078600
대원미디어,00351807,048910
제일연마,00148461,001560
바이오프로테크,00669450,199290
재영솔루텍,00147082,049630
아이씨디,00298377,040910
SG,00963976,255220
원바이오젠,01326224,307280
NH프라임리츠,01391033,338100
디씨엠,00177199,024090
대륙제관,00109587,004780
한세예스24홀딩스,00161976,016450
유에스티,01196313,263770
바이오톡스텍,00447502,086040
중앙에너비스,00149770,000440
감성코퍼레이션,00261009,036620
티엘엔지니어링,01583953,413300
화신,00166315,010690
제이스텍,00493185,090470
툴코리아,00555740,110660
동양철관,00117629,008970
현진소재,00188715,053660
하이스틸,00435312,071090
드림씨아이에스,00916826,223250
덴티스,01187494,261200
오션스톤,01388631,329020
엔에이치스팩24호,01674538,437780
켈스,01507722,402420
이오테크닉스,00246417,039030
제주항공,00555874,089590
바이오다인,01117413,314930
세진티에스,00406727,067770
LG,00120021,003550
제낙스,00201788,065620
에스지피엠,00447982,074000
한국금융지주,00432102,071050
우리기술투자,00231664,041190
대한항공,00113526,003490
동남합성,00115065,023450
석경에이티,00921916,357550
한일단조,00162832,024740
파루,00266934,043200
리노공업,00369657,058470
삼보모터스,00351092,053700
비나텍,00563518,126340
우리엔터프라이즈,00155692,037400
코웨이,00170558,021240
하나투어,00269940,039130
엑사이엔씨,00360577,054940
코스모신소재,00129989,005070
한글과컴퓨터,00204262,030520
쎌바이오텍,00357430,049960
와이지-원,00139719,019210
파세코,00238153,037070
기산텔레콤,00258421,035460
신테카바이오,01344336,226330
LG화학,00356361,051910
서울옥션,00410915,063170
엔시트론,00641393,101400
미래에셋글로벌리츠,01576102,396690
디알텍,01062867,214680
매직마이크로,00806972,127160
CJ,00148540,001040
우리산업홀딩스,00359623,072470
에이원알폼,00614089,234070
엘컴텍,00242712,037950
바이오스마트,00240857,038460
상상인,00306162,038540
에쎈테크,00203209,043340
삼양통상,00127042,002170
에이티넘인베스트,00161462,021080
기아,00106641,000270
코오롱글로벌,00152880,003070
SIMPAC,00138260,009160
롯데지주,00120562,004990
일진파워,00485177,094820
레드캡투어,00261355,038390
현대엘리베이터,00164724,017800
텔레칩스,00423177,054450
폭스소프트,01418260,354230
디지틀조선,00231442,033130
헥토이노베이션,01013311,214180
YG PLUS,00249247,037270
티에프이,01035368,425420
신도기연,00961570,290520
하림지주,00148364,003380
삼지전자,00128315,037460
에스에이티,00379229,060540
케이프이에스제4호기업인수목적,01428249,347140
참존글로벌,00923899,158310
두산에너빌리티,00159616,034020
코미코,00997812,183300
동운아나텍,00695969,094170
에넥스,00139764,011090
푸른기술,00537832,094940
한솔케미칼,00140955,014680
팍스넷,00334624,038160
메이슨캐피탈,00136101,021880
엔비티,01051065,236810
삼현철강,00128926,017480
아이쓰리시스템,00612489,214430
에이스침대,00140052,003800
현우산업,00367455,092300
전우정밀,00673301,120780
타임기술,01345724,318660
휴코드홀딩스,00165361,036840
금호에이치티,00105606,214330
세기상사,00133618,002420
핑거,01142075,163730
유라테크,00201742,048430
빛샘전자,00359261,072950
판도라티비,00541862,202960
비엔케이제1호스팩,01689336,445360
세방,00133812,004360
셀바스AI,00666064,108860
에이루트,00608839,096690
엔솔바이오사이언스,01018802,140610
엘디티,00540571,096870
한창산업,00202839,079170
인바이오,00367871,352940
피씨엘,01051092,241820
부국증권,00123772,001270
이씨에스,00400060,067010
한국수출포장공업,00158112,002200
루닛,01397620,328130
네오리진,00599106,094860
아진산업,00139083,013310
한일철강,00163196,002220
녹십자홀딩스,00108135,005250
사조대림,00109718,003960
나노,00994994,187790
TJ미디어,00201733,032540
강남제비스코,00100939,000860
셀바스헬스케어,01047451,208370
한국비엔씨,01179617,256840
영우디에스피,00569646,143540
삼성출판사,00423690,068290
카스,00152260,016920
휴비츠,00398668,065510
이브이첨단소재,00533924,131400
유비온,00531078,084440
이미지스,00694942,115610
에스폴리텍,00340272,050760
골프존,01067516,215000
오파스넷,00867849,173130
SG글로벌,00152039,001380
KPX홀딩스,00587466,092230
켄코아에어로스페이스,01158553,274090
영화금속,00141413,012280
풀무원식품,00684732,103160
키네마스터,00535375,139670
동양파일,00993931,228340
동방,00115287,004140
화승엔터프라이즈,01128613,241590
CJ 바이오사이언스,01071041,311690
두산건설,00102760,011160
조선선재,00796994,120030
유진기업인수목적6호,01514519,373340
다스코,00353878,058730
클리오,00957735,237880
하나29호스팩,01724417,454640
청호ICT,00151863,012600
LB세미콘,00412348,061970
피엠티,00654175,147760
크래프톤,00760971,259960
청광건설,00599489,140290
인크로스,00819073,216050
BYC,00122579,001460
코츠테크놀로지,00959210,448710
데이드림엔터테인먼트,01343735,348840
THE E&M,00519252,089230
제이아이테크,01367586,417500
잉글우드랩,01165739,950140
레이저쎌,01573381,412350
에스제이엠,00815369,123700
하나28호스팩,01724338,454750
SFA반도체,00301246,036540
큐렉소,00356802,060280
에이텍모빌리티,01099861,224110
지엠비코리아,00156354,013870
네오팜,00551920,092730
필에너지,01488320,378340
미래산업,00197759,025560
에이블씨엔씨,00400857,078520
한전산업,00194947,130660
SK증권제10호스팩,01744703,457940
엔에이치스팩29호,01712616,451700
KB제25호스팩,01724709,455250
유투바이오,01026616,221800
BGF리테일,01263022,282330
아이비케이에스제17호기업인수목적,01591606,405350
DS단석,00108612,017860
하나30호스팩,01791321,469880
삼성기업인수목적4호,01528530,377630
티케이케미칼,00693554,104480
콜마비앤에이치,01032404,200130
신한은행,00149293,000010
케이엔더블유,00606664,105330
케이비제23호기업인수목적,01676989,440200
세니젠,01305869,188260
KB제27호스팩,01785551,464680
쏘닉스,00561723,088280
데코앤에프,00112819,017680
에이치엠씨아이비제4호기업인수목적,01447217,353070
트레스,00299358,102210
미래에셋드림스팩1호,01683387,442900
SNT다이내믹스,00134477,003570
S-Oil,00138279,010950
한국무브넥스,00160418,010100
하나금융19호기업인수목적,01568875,388220
팸텍,01146220,271830
이수화학,00145552,005950
케이엔솔,00304076,053080
흥국,00167031,010240
도이치모터스,00449379,067990
DN오토모티브,00116949,007340
삼진엘앤디,00239514,054090
주연테크,00269241,044380
다이오진,01163050,271850
대보마그네틱,01259418,290670
스맥,00580056,099440
세아메탈,00206084,033020
에코앤드림,00619640,101360
캐스텍코리아,00302582,071850
마니커에프앤지,00770312,195500
브릿지바이오,01227039,288330
에이치엠씨제6호스팩,01767494,462020
넥스틸,00220613,092790
SAMG엔터,01082418,419530
태양3C,00302236,052960
윙입푸드,01328639,900340
대동금속,00191287,020400
씨티케이,01144028,260930
다우기술,00176914,023590
대원모방,01195828,311840
대신밸런스제11호기업인수목적,01580178,397500
유안타제8호기업인수목적,01504910,367480
율촌,00495633,146060
휴맥스,00787057,115160
한화갤러리아타임월드,00117258,027390
LX인터내셔널,00120076,001120
피씨디렉트,00297934,051380
엠케이전자,00121686,033160
KSS해운,00160232,044450
인베니아,00409371,079950
LG전자,00401731,066570
크레버스,00525882,096240
산돌,01516368,419120
SK디앤디,00508344,210980
유일에너테크,01368637,340930
디케이앤디,00892526,263020
케스피온,00479705,079190
마음AI,01297898,377480
엑셈,01042085,205100
아이비김영,01414422,339950
누리플랜,00410997,069140
제이에스티나,00120289,026040
메가엠디,00807555,133750
스톤브릿지벤처스,01305249,330730
엘엠에스,00494218,073110
오픈놀,01585155,440320
미래에셋증권,00111722,006800
에코바이오,00287812,038870
나무기술,01136348,242040
엠아이큐브솔루션,01497142,373170
디에스티,00244419,033430
파두,01292291,440110
에스엠벡셀,00147860,010580
케이알엠,00536888,093640
제이에스전선,00140362,005560
에이치엠씨아이비제5호기업인수목적,01447244,353060
하나26호스팩,01696275,446750
멀티캠퍼스,00425351,067280
대신밸런스제10호기업인수목적,01567520,387310
화성밸브,00217743,039610
삼정펄프,00128227,009770
엔에이치스팩30호,01785056,466910
넥스틴,01080252,348210
세림B&G,01416572,340440
하우리,00352000,049130
KH 필룩스,00193009,033180
아센디오,00145437,012170
한국제13호스팩,01775952,464440
강원랜드,00255619,035250
엘아이에스,00670085,138690
케이엔에스,01402995,432470
웰킵스하이텍,00260611,043590
NICE,00158316,034310
아모레퍼시픽,00583424,090430
엔에이치기업인수목적19호,01535257,380440
압타바이오,01251595,293780
지니너스,01494154,389030
나라셀라,01021639,405920
에스지신성건설,00173661,001970
우진비앤지,00103547,018620
롯데에너지머티리얼즈,00113997,020150
원풍,00144012,008370
동화기업,00173032,025900
STX엔진,00480455,077970
신화인터텍,00228350,056700
씨큐브,00520610,101240
뿌리깊은나무들,00990396,266170
에스와이스틸텍,01135084,365330
세명전기,00133751,017510
모베이스전자,00137234,012860
라온시큐어,00255433,042510
다날,00389970,064260
와이엠티,00602172,251370
디에스앤엘,00812362,141020
서울리거,00305570,043710
미원홀딩스,00706715,107590
DMS,00361594,068790
한컴위드,00363592,054920
이비테크,01116344,208850
DXVX,00995993,180400
DGP,00367695,060900
동양이엔피,00178790,079960
라온테크,00911229,232680
금호건설,00106313,002990
토비스,00390365,051360
한주라이트메탈,00156600,198940
제이엔비,01309421,452160
코세스,00365934,089890
청담글로벌,01534577,362320
파인테크닉스,00755739,106240
대성산업,00828789,128820
에스엘에스바이오,01112700,246250
체시스,00125576,033250
유비쿼스,01203376,264450
한싹,01602638,430690
골드앤에스,00249502,035290
현대제철,00145880,004020
이성씨엔아이,01365384,379390
디비금융제10호기업인수목적,01591262,404950
한빛레이저,00607496,452190
까뮤이앤씨,00129420,013700
미원화학,00855163,134380
이퓨쳐,00788737,134060
케이엑스넥스지,00584362,081970
메디젠휴먼케어,01023822,236340
티사이언티픽,00372688,057680
알멕,00229030,354320
롯데리츠,01363818,330590
라온텍,00965512,418420
가온그룹,00441304,078890
와이씨켐,00619507,112290
프로티아,01267958,303360
프로젠,01156795,296160
캡스톤파트너스,01497124,452300
폴라리스오피스,00269852,041020
동부건설,00115612,005960
한화손해보험,00135917,000370
동국알앤에스,00472890,075970
삼원강재,00191588,023000
삼양패키징,01060814,272550
엔에이치기업인수목적22호,01576713,396770
슈어소프트테크,01012640,298830
이노시뮬레이션,00965318,274400
교보14호스팩,01760640,456490
HLB테라퓨틱스,00552859,115450
모두투어,00456218,080160
맘스터치앤컴퍼니,01089855,220630
베셀,00813389,177350
SK오션플랜트,00480367,100090
삼영,00127255,003720
톱텍,00531917,108230
매커스,00596677,093520
미래에셋대우기업인수목적5호,01450105,353490
트루엔,01134216,417790
KG스틸,00115676,016380
넥슨게임즈,01096341,225570
대신밸런스제12호기업인수목적,01631658,426670
넥스트아이,00614593,137940
경남은행,01030132,192520
바다로19호선박투자회사,00910947,155900
씨엑스아이,00800084,900120
디비금융제9호기업인수목적,01505469,367360
도화엔지니어링,00114552,002150
NI스틸,00116301,008260
모헨즈,00163318,006920
디와이,00117179,013570
대성미생물,00177320,036480
문배철강,00121570,008420
제이브이엠,00361381,054950
WISCOM,00142865,024070
파트론,00490151,091700
한선엔지니어링,00958451,452280
SBS,00130772,034120
아세아텍,00138747,050860
해성옵틱스,00483735,076610
제이웨이,00359474,058420
동성화인텍,00231105,033500
엠투아이,00670766,347890
세아특수강,00133991,019440
우진엔텍,01030503,457550
대신밸런스제17호스팩,01792825,471050
케이티알파,00260958,036030
에이치와이티씨,00885906,148930
대신밸런스제16호스팩,01738483,457630
웅진,00143651,016880
TS인베스트먼트,00778235,246690
앱코,01207716,129890
HL만도,01042775,204320
우리금융지주,01350869,316140
티비씨,00204642,033830
한진,00163512,002320
모비데이즈,01493535,363260
인팩,00180795,023810
비엠티,00524786,086670
진양홀딩스,00646732,100250
애니플러스,01335578,310200
아이오바이오,01680131,447690
엠씨넥스,00564562,097520
KB스타리츠,01622720,432320
길교이앤씨,00874797,456700
한화플러스제4호스팩,01725160,455310
하이제6호기업인수목적,01526949,377400
삼보오토,00430089,070080
엘앤에프,00398701,066970
한국ANKOR유전,00907013,152550
뉴인텍,00105040,012340
정원엔시스,00147772,045510
케이프,00152437,064820
소프트센,00204226,032680
부방,00243067,014470
디에이피,00303192,066900
키이스트,00353762,054780
유성티엔에스,00173999,024800
한빛소프트,00348292,047080
포스뱅크,00862312,105760
하나27호스팩,01700374,448370
아퓨어스,00578130,149300
로지스몬,01060735,223220
프럼파스트,00356389,035200
HLB생명과학,00365590,067630
무송지오씨,00657756,135160
자연과환경,00418379,043910
한국항공우주,00309503,047810
에이디칩스,00356927,054630
센코,01023318,347000
한국제10호기업인수목적,01596665,409570
HB인베스트먼트,00309460,440290
메카로,00652007,241770
케이엔제이,00769158,272110
협진,00808068,138360
지노믹트리,01108248,228760
모다,00757816,149940
카이노스메드,01263527,284620
경인양행,00102113,012610
이연제약,00145598,102460
이상네트웍스,00454399,080010
나노캠텍,00542074,091970
코스텍시스,01476219,355150
베노티앤알,01043853,206400
티비에이치글로벌,00409672,084870
손오공,00306870,066910
나우코스,00425254,257990
우리넷,00664048,115440
하나금융23호기업인수목적,01652970,427950
어보브반도체,00591441,102120
진코스텍,01158632,250030
써니전자,00138057,004770
퓨쳐켐,01053540,220100
씨앤지하이테크,00605328,264660
DL,00109693,000210
연우,00372253,115960
컴퍼니케이,00598198,307930
앤씨앤,00537337,092600
SK증권제11호스팩,01797440,472230
비올,01406618,335890
꿈비,01586455,407400
원익QnC,00468374,074600
지유온,00689418,111820
유니셈,00260569,036200
한화리츠,01669226,451800
KC그린홀딩스,00159971,009440
파로스아이바이오,01495180,388870
퓨런티어,01357446,370090
에코아이,01218299,448280
내츄럴엔도텍,00923792,168330
제놀루션,01062177,225220
DH오토리드,01182578,290120
유진스팩10호,01787072,468760
JW신약,00110431,067290
하나31호스팩,01791561,469900
비엔케이제2호스팩,01800285,473370
KH 건설,01097906,226360
동인기연,00367710,111380
인텍플러스,00479787,064290
메리츠화재해상보험,00117744,000060
미래아이앤지,00104786,007120
아모그린텍,00611912,125210
경농,00101433,002100
미래엔에듀파트너,00876209,208890
화일약품,00188973,061250
이스트소프트,00273420,047560
제이오,00411808,418550
상상인제4호스팩,01717170,452670
싸이버원,01293953,356890
아이패밀리에스씨,00692254,114840
지에스이,00351995,053050
대림통상,00109824,006570
지투파워,01462605,388050
펨트론,00957373,168360
포바이포,01513699,389140
삼성공조,00126201,006660
상신전자,00760999,263810
코아시아,00271501,045970
흥국에프엔비,00916516,189980
애큐온저축은행,00111014,007640
피코그램,00604028,376180
유니드,00159786,014830
엔에스쇼핑,00406392,138250
하이제8호스팩,01705625,450050
컨텍,01685251,451760
파수,00638487,150900
브레인즈컴퍼니,00642897,099390
아이비케이에스제19호기업인수목적,01632851,426550
크루셜텍,00618401,114120
유니드비티플러스,01702017,446070
비보존 제약,00533191,082800
세경하이테크,00913689,148150
아우딘퓨쳐스,01080687,227610
플리토,01237434,300080
NAVER,00266961,035420
시스웍,01188378,269620
지성이씨에스,00890388,138290
티피씨글로벌,00578538,130740
케이비증권,00164876,003450
코스텍시스템,00610861,169670
하나금융16호기업인수목적,01419384,343510
삼성스팩8호,01700921,448740
엔브이에이치코리아,00146436,067570
유니테크노,00531865,241690
이수스페셜티케미컬,01762569,457190
범양건영,00122694,002410
오로라,00141556,039830
이리츠코크렙,00544452,088260
아이크래프트,00405719,052460
와토스코리아,00455875,079000
그린플러스,00602279,186230
에스피시스템스,00624749,317830
하나금융지주,00547583,086790
EG,00261054,037370
피엔아이컴퍼니,00990563,242350
신한제7호기업인수목적,01514528,366330
타스컴,01118139,336040
삼성물산,00149655,028260
이노뎁,01264872,303530
휴마시스,01042979,205470
BNK금융지주,00858364,138930
더블유에스아이,01318261,299170
진시스템,01437858,363250
한샘,00161693,009240
새로닉스,00147994,042600
핀텔,01524507,291810
현대지에프홀딩스,00105280,005440
휴림에이텍,00230814,078590
아이에이치큐,00154426,003560
샌즈랩,01242241,411080
엠피씨플러스,00302078,050540
밸로프,01398151,331520
HLB제약,00336817,047920
사조씨푸드,00124780,014710
삼성화재해상보험,00139214,000810
화천기계,00166500,010660
대성에너지,00787376,117580
엔에스엠,01011872,238170
피노텍,00990262,150440
티케이지휴켐스,00426086,069260
원익IPS,01135941,240810
삼진,00173351,032750
비엔에프머티리얼즈,01221947,271780
큐로홀딩스,00296324,051780
넥스트칩,01515864,396270
하나머스트7호기업인수목적,01513404,372290
사피엔반도체,01676642,452430
제테마,01222867,216080
푸드웰,00165103,005670
샤페론,01387164,378800
메드팩토,01336373,235980
나노팀,01524118,417010
미원상사,00121932,002840
예스24,00362858,053280
코오롱생명과학,00525642,102940
폴라리스세원,00617998,234100
서전기전,00869272,189860
HL홀딩스,00299002,060980
LG생활건강,00356370,051900
테크윙,00535676,089030
오로스테크놀로지,01016479,322310
